gmm_cluster,avg_attendance_scaled,avg_student_count_scaled
0,0.8923834029828106,0.11143003741150134
1,0.8314433660753887,0.813749219145734
2,0.8173452188757755,-0.4724373067475891
3,0.4072309794443051,-1.6664370183688424
4,0.9097673469341506,-0.46617527644842627
5,0.9274296423735527,0.5009497370205135
