2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Category: Student Group,District code: District name,2021-2022 attendance rate - year to date_scaled,2020-2021 attendance rate_scaled,2019-2020 attendance rate_scaled,2021-2022 student count - year to date_scaled,2020-2021 student count_scaled,2019-2020 student count_scaled,performance_cluster
13.122935213874685,91.69,13.114518688131136,92.94,13.13891956424004,94.79,: All Students,00000CT: Connecticut,0.7937819756001572,0.9399271844660195,0.9479000000000001,3.304551729227865,3.274721591378162,3.2408507790296457,0
7.503840746698951,83.48,7.459338895220296,81.55,8.27308133366583,88.84,Homelessness: Students Experiencing Homelessness,00000CT: Connecticut,0.4706808343171982,0.8247370550161813,0.8884000000000001,0.7639737351538622,0.7432026770001307,1.0792819354832943,0
11.269808771823062,88.99,11.244889144765281,89.46,11.294346480153598,92.77,Students With Disabilities: Students With Disabilities,00000CT: Connecticut,0.6875245966155052,0.9047330097087379,0.9277,2.466692126330079,2.4377893053624686,2.4214294338742937,0
12.03756523256959,88.51,12.079522541189744,88.61,12.174101987100398,93.14,Free/Reduced Lunch: Free Meal Eligible,00000CT: Connecticut,0.6686343959071235,0.8961367313915859,0.9314,2.8138201520956168,2.811409651132688,2.8122463915375406,0
10.305814408143789,91.84,10.338090662387614,92.99,10.222232150439726,95.18,Free/Reduced Lunch: Reduced Price Meal Eligible,00000CT: Connecticut,0.7996851633215272,0.9404328478964402,0.9518000000000001,2.030838470357305,2.0318645436871594,1.9451602235114152,0
12.200507187057292,89.01,12.241014988727738,89.27,12.306885837766758,93.4,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,00000CT: Connecticut,0.6883116883116887,0.9028114886731392,0.934,2.887491585509146,2.883701107893111,2.8712334397963657,0
10.682170021202337,89.76,10.612015835134375,89.48,10.723575706537222,93.89,English Learners: English Learners,00000CT: Connecticut,0.717827626918536,0.9049352750809063,0.9389000000000001,2.2010012597655,2.154486066136716,2.167873877237876,0
10.793454842740767,93.14,10.765110883067974,94.83,10.763440710059992,95.59,Race/Ethnicity: All other races,00000CT: Connecticut,0.8508461235733962,0.9590412621359224,0.9559000000000001,2.2513167990977814,2.2230184601071703,2.1855832513434996,0
11.052476048529304,89.41,11.03920292915574,89.31,11.06977406588073,94.01,Race/Ethnicity: Black or African American,00000CT: Connecticut,0.7040535222353403,0.9032160194174759,0.9401,2.368428831876192,2.34571468274921,2.3216668213891416,0
11.893407751714863,89.35,11.836898482222992,89.75,11.827400382004738,93.62,Race/Ethnicity: Hispanic/Latino of any race,00000CT: Connecticut,0.7016922471467923,0.9076658576051782,0.9362,2.748641798949911,2.7027999487272125,2.658229888713144,0
12.39747369205901,93.38,12.4220989290755,95.23,12.46818303161943,95.43,Race/Ethnicity: White,00000CT: Connecticut,0.8602912239275873,0.9630865695792882,0.9543,2.9765466407498433,2.964762619085933,2.9428870732017343,0
12.392996097343813,93.98,12.373263643897154,96.16,12.395084273807672,96.06,High Needs: Students Without High Needs,00000CT: Connecticut,0.8839039748130659,0.9724919093851133,0.9606,2.9745221724540594,2.9429016964194243,2.9104141487228636,0
12.422151299122262,89.54,12.434088308808116,89.96,12.494018433206039,93.61,High Needs: Students With High Needs,00000CT: Connecticut,0.7091696182605274,0.909789644012945,0.9361,2.9877042010680657,2.9701296176034386,2.9543640267057003,0
5.087596335232384,93.86,4.976733742420574,96.8,5.0689042022202315,95.02,: All Students,10011: Andover School District,0.8791814246359699,0.9789644012944985,0.9501999999999999,-0.3284900801344506,-0.3681257212805469,-0.3441212128205485,1
3.1780538303479458,93.15,0.0,0.0,0.0,0.0,Students With Disabilities: Students With Disabilities,10011: Andover School District,0.8512396694214877,0.0,0.0,-1.1918572463207011,-2.595940938854069,-2.595898784379362,1
