performance_cluster,2021-2022 attendance rate - year to date_scaled_mean,2021-2022 attendance rate - year to date_scaled_min,2021-2022 attendance rate - year to date_scaled_max,2021-2022 attendance rate - year to date_scaled_count,2020-2021 attendance rate_scaled_mean,2020-2021 attendance rate_scaled_min,2020-2021 attendance rate_scaled_max,2020-2021 attendance rate_scaled_count,2019-2020 attendance rate_scaled_mean,2019-2020 attendance rate_scaled_min,2019-2020 attendance rate_scaled_max,2019-2020 attendance rate_scaled_count,2021-2022 student count - year to date_scaled_mean,2021-2022 student count - year to date_scaled_min,2021-2022 student count - year to date_scaled_max,2021-2022 student count - year to date_scaled_count,2020-2021 student count_scaled_mean,2020-2021 student count_scaled_min,2020-2021 student count_scaled_max,2020-2021 student count_scaled_count,2019-2020 student count_scaled_mean,2019-2020 student count_scaled_min,2019-2020 student count_scaled_max,2019-2020 student count_scaled_count
0,0.7866927959692338,0.2987012987012987,0.9803227075954348,882,0.9360836837431845,0.7626415857605179,0.9980784789644014,882,0.9460659863945579,0.8701000000000001,1.0,882,0.6102023273607696,-0.08845800472221087,3.1591328519589905,882,0.6149133620832419,-0.0227560612758669,3.1296947621611544,882,0.6120250301583605,-0.03493089634812692,3.105035597737185,882
1,0.801580153852881,0.0,1.0,936,0.8864099495546706,0.0,1.0,936,0.8854307692307692,0.0,0.9989,936,-0.5093931673644579,-1.243859099588336,0.4791170656782437,936,-0.6057499602953185,-2.6292181664001997,0.5135621843747248,936,-0.6120568709557274,-2.6054147607863896,0.24405221848764283,936
