2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Category: Student Group,District code: District name
278,93.04,192.0,96.04,224.0,93.93,Free/Reduced Lunch: Free Meal Eligible,1180011: Ridgefield School District
74,93.2,52.0,96.18,55.0,94.76,Free/Reduced Lunch: Reduced Price Meal Eligible,1180011: Ridgefield School District
352,93.07,244.0,96.07,279.0,94.1,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1180011: Ridgefield School District
59,93.86,49.0,97.13,61.0,94.52,English Learners: English Learners,1180011: Ridgefield School District
515,95.1,498.0,98.32,506.0,95.76,Race/Ethnicity: All other races,1180011: Ridgefield School District
33,95.21,29.0,97.23,30.0,95.29,Race/Ethnicity: Black or African American,1180011: Ridgefield School District
396,93.8,387.0,96.97,358.0,94.84,Race/Ethnicity: Hispanic/Latino of any race,1180011: Ridgefield School District
3589,94.43,3629.0,97.57,3767.0,95.45,Race/Ethnicity: White,1180011: Ridgefield School District
3517,94.82,3620.0,97.94,3768.0,95.77,High Needs: Students Without High Needs,1180011: Ridgefield School District
970,93.18,851.0,96.22,893.0,94.02,High Needs: Students With High Needs,1180011: Ridgefield School District
321,93.34,301.0,94.17,315.0,94.73,Students With Disabilities: Students With Disabilities,1190011: Rocky Hill School District
427,91.61,376.0,92.13,446.0,94.4,Free/Reduced Lunch: Free Meal Eligible,1190011: Rocky Hill School District
84,94.11,75.0,94.98,92.0,96.04,Free/Reduced Lunch: Reduced Price Meal Eligible,1190011: Rocky Hill School District
511,92.01,451.0,92.6,538.0,94.68,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1190011: Rocky Hill School District
163,94.14,185.0,97.88,214.0,96.55,English Learners: English Learners,1190011: Rocky Hill School District
798,95.59,846.0,97.77,883.0,96.66,Race/Ethnicity: All other races,1190011: Rocky Hill School District
86,94.56,87.0,93.81,80.0,95.96,Race/Ethnicity: Black or African American,1190011: Rocky Hill School District
297,92.27,269.0,91.87,260.0,94.12,Race/Ethnicity: Hispanic/Latino of any race,1190011: Rocky Hill School District
1302,94.88,1355.0,96.12,1392.0,96.26,Race/Ethnicity: White,1190011: Rocky Hill School District
1600,95.73,1743.0,97.0,1736.0,96.69,High Needs: Students Without High Needs,1190011: Rocky Hill School District
818,93.02,771.0,94.28,879.0,95.14,High Needs: Students With High Needs,1190011: Rocky Hill School District
53,93.89,49.0,94.35,62.0,96.37,Students With Disabilities: Students With Disabilities,1210011: Salem School District
69,91.55,79.0,93.49,86.0,94.4,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1210011: Salem School District
31,93.46,,,32.0,95.41,Race/Ethnicity: Hispanic/Latino of any race,1210011: Salem School District
321,94.47,306.0,95.61,347.0,95.55,Race/Ethnicity: White,1210011: Salem School District
273,95.02,254.0,96.81,293.0,95.68,High Needs: Students Without High Needs,1210011: Salem School District
103,92.69,110.0,93.52,121.0,95.11,High Needs: Students With High Needs,1210011: Salem School District
27,91.6,33.0,96.07,25.0,93.05,Students With Disabilities: Students With Disabilities,1220011: Salisbury School District
45,92.24,52.0,94.38,59.0,93.19,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1220011: Salisbury School District
31,93.68,29.0,95.06,,,Race/Ethnicity: Hispanic/Latino of any race,1220011: Salisbury School District
221,94.04,232.0,96.92,211.0,95.19,Race/Ethnicity: White,1220011: Salisbury School District
210,94.35,212.0,97.15,187.0,95.84,High Needs: Students Without High Needs,1220011: Salisbury School District
70,92.77,76.0,95.08,77.0,93.89,High Needs: Students With High Needs,1220011: Salisbury School District
21,91.03,,,,,Students With Disabilities: Students With Disabilities,1230011: Scotland School District
32,91.22,28.0,94.44,35.0,96.65,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1230011: Scotland School District
78,91.52,,,,,Race/Ethnicity: White,1230011: Scotland School District
39,91.96,40.0,96.18,43.0,96.57,High Needs: Students Without High Needs,1230011: Scotland School District
46,90.81,40.0,94.57,45.0,96.56,High Needs: Students With High Needs,1230011: Scotland School District
301,90.81,287.0,91.44,318.0,93.14,Students With Disabilities: Students With Disabilities,1240011: Seymour School District
586,91.19,636.0,92.13,669.0,93.29,Free/Reduced Lunch: Free Meal Eligible,1240011: Seymour School District
176,93.23,199.0,95.12,184.0,94.6,Free/Reduced Lunch: Reduced Price Meal Eligible,1240011: Seymour School District
762,91.67,835.0,92.85,853.0,93.57,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1240011: Seymour School District
109,92.38,88.0,94.02,85.0,94.66,English Learners: English Learners,1240011: Seymour School District
117,93.38,122.0,93.01,127.0,94.66,Race/Ethnicity: All other races,1240011: Seymour School District
143,93.88,116.0,95.41,112.0,95.71,Race/Ethnicity: Black or African American,1240011: Seymour School District
434,90.46,371.0,92.96,372.0,94.2,Race/Ethnicity: Hispanic/Latino of any race,1240011: Seymour School District
1383,93.59,1466.0,95.6,1564.0,95.13,Race/Ethnicity: White,1240011: Seymour School District
1090,94.07,1069.0,96.76,1151.0,96.07,High Needs: Students Without High Needs,1240011: Seymour School District
948,91.73,994.0,93.05,1024.0,93.74,High Needs: Students With High Needs,1240011: Seymour School District
22,92.06,23.0,95.89,27.0,95.41,Students With Disabilities: Students With Disabilities,1250011: Sharon School District
39,92.85,38.0,95.52,39.0,95.78,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1250011: Sharon School District
85,93.01,83.0,96.09,84.0,95.65,Race/Ethnicity: White,1250011: Sharon School District
43,93.72,52.0,96.87,47.0,96.27,High Needs: Students Without High Needs,1250011: Sharon School District
50,91.81,50.0,95.19,49.0,95.31,High Needs: Students With High Needs,1250011: Sharon School District
638,91.6,612.0,92.56,663.0,94.35,Students With Disabilities: Students With Disabilities,1260011: Shelton School District
1029,91.75,1046.0,91.43,1175.0,94.25,Free/Reduced Lunch: Free Meal Eligible,1260011: Shelton School District
265,93.43,313.0,92.97,240.0,94.78,Free/Reduced Lunch: Reduced Price Meal Eligible,1260011: Shelton School District
1294,92.1,1359.0,91.79,1415.0,94.34,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1260011: Shelton School District
295,94.27,261.0,93.47,260.0,95.78,English Learners: English Learners,1260011: Shelton School District
425,94.85,403.0,95.94,411.0,96.31,Race/Ethnicity: All other races,1260011: Shelton School District
332,94.54,307.0,93.89,323.0,95.65,Race/Ethnicity: Black or African American,1260011: Shelton School District
973,92.52,822.0,92.6,790.0,94.89,Race/Ethnicity: Hispanic/Latino of any race,1260011: Shelton School District
2674,93.82,2805.0,95.0,3077.0,95.31,Race/Ethnicity: White,1260011: Shelton School District
2564,94.67,2487.0,96.09,2741.0,95.86,High Needs: Students Without High Needs,1260011: Shelton School District
1772,92.3,1790.0,92.47,1860.0,94.59,High Needs: Students With High Needs,1260011: Shelton School District
35,92.75,39.0,94.11,44.0,94.98,Students With Disabilities: Students With Disabilities,1270011: Sherman School District
21,95.38,,,,,Race/Ethnicity: Hispanic/Latino of any race,1270011: Sherman School District
207,93.88,213.0,95.74,219.0,95.29,Race/Ethnicity: White,1270011: Sherman School District
200,94.23,196.0,96.3,197.0,95.51,High Needs: Students Without High Needs,1270011: Sherman School District
42,92.74,47.0,94.26,54.0,95.18,High Needs: Students With High Needs,1270011: Sherman School District
616,91.7,567.0,95.56,591.0,94.77,Students With Disabilities: Students With Disabilities,1280011: Simsbury School District
452,91.26,483.0,94.64,423.0,94.46,Free/Reduced Lunch: Free Meal Eligible,1280011: Simsbury School District
81,93.35,142.0,96.75,160.0,95.69,Free/Reduced Lunch: Reduced Price Meal Eligible,1280011: Simsbury School District
533,91.58,625.0,95.12,583.0,94.8,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1280011: Simsbury School District
70,92.89,62.0,94.98,80.0,95.44,English Learners: English Learners,1280011: Simsbury School District
473,95.03,460.0,98.09,464.0,96.02,Race/Ethnicity: All other races,1280011: Simsbury School District
240,92.28,230.0,94.68,231.0,95.62,Race/Ethnicity: Black or African American,1280011: Simsbury School District
454,93.03,438.0,96.23,381.0,95.08,Race/Ethnicity: Hispanic/Latino of any race,1280011: Simsbury School District
2901,94.33,2876.0,97.66,2959.0,95.75,Race/Ethnicity: White,1280011: Simsbury School District
2978,94.89,2881.0,98.03,2964.0,95.99,High Needs: Students Without High Needs,1280011: Simsbury School District
1040,92.07,1071.0,95.67,1071.0,94.94,High Needs: Students With High Needs,1280011: Simsbury School District
202,93.11,199.0,93.6,201.0,94.2,Students With Disabilities: Students With Disabilities,1290011: Somers School District
68,93.22,68.0,92.53,153.0,93.58,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1290011: Somers School District
42,94.54,42.0,95.36,40.0,94.96,Race/Ethnicity: All other races,1290011: Somers School District
30,92.75,38.0,92.15,40.0,94.75,Race/Ethnicity: Black or African American,1290011: Somers School District
66,93.34,60.0,93.34,65.0,95.08,Race/Ethnicity: Hispanic/Latino of any race,1290011: Somers School District
1181,94.93,1155.0,95.77,1173.0,95.57,Race/Ethnicity: White,1290011: Somers School District
1057,95.19,1034.0,95.98,1017.0,95.9,High Needs: Students Without High Needs,1290011: Somers School District
250,93.27,241.0,93.74,301.0,94.16,High Needs: Students With High Needs,1290011: Somers School District
920,91.31,874.0,91.99,920.0,93.01,Students With Disabilities: Students With Disabilities,1310011: Southington School District
1116,90.99,1130.0,91.56,1167.0,92.99,Free/Reduced Lunch: Free Meal Eligible,1310011: Southington School District
297,93.35,321.0,94.59,270.0,94.63,Free/Reduced Lunch: Reduced Price Meal Eligible,1310011: Southington School District
1413,91.49,1451.0,92.24,1437.0,93.3,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1310011: Southington School District
146,92.89,142.0,93.54,135.0,94.97,English Learners: English Learners,1310011: Southington School District
563,94.41,515.0,95.33,514.0,95.38,Race/Ethnicity: All other races,1310011: Southington School District
147,93.03,157.0,94.24,150.0,96.22,Race/Ethnicity: Black or African American,1310011: Southington School District
694,91.97,654.0,91.97,620.0,93.96,Race/Ethnicity: Hispanic/Latino of any race,1310011: Southington School District
4767,94.39,4787.0,95.59,4951.0,95.39,Race/Ethnicity: White,1310011: Southington School District
4117,95.23,4051.0,96.36,4186.0,96.07,High Needs: Students Without High Needs,1310011: Southington School District
2017,91.8,2021.0,92.73,2049.0,93.6,High Needs: Students With High Needs,1310011: Southington School District
579,92.26,589.0,94.64,582.0,94.6,Students With Disabilities: Students With Disabilities,1320011: South Windsor School District
583,92.06,619.0,94.48,642.0,94.05,Free/Reduced Lunch: Free Meal Eligible,1320011: South Windsor School District
197,94.58,193.0,96.61,151.0,95.77,Free/Reduced Lunch: Reduced Price Meal Eligible,1320011: South Windsor School District
780,92.7,812.0,94.99,793.0,94.38,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1320011: South Windsor School District
350,93.88,322.0,97.51,324.0,95.26,English Learners: English Learners,1320011: South Windsor School District
1635,95.24,1482.0,98.39,1387.0,96.32,Race/Ethnicity: All other races,1320011: South Windsor School District
276,93.1,276.0,95.32,278.0,94.97,Race/Ethnicity: Black or African American,1320011: South Windsor School District
462,93.47,436.0,96.33,410.0,95.23,Race/Ethnicity: Hispanic/Latino of any race,1320011: South Windsor School District
2341,94.86,2375.0,97.64,2435.0,96.02,Race/Ethnicity: White,1320011: South Windsor School District
3236,95.48,3112.0,98.43,3125.0,96.45,High Needs: Students Without High Needs,1320011: South Windsor School District
1409,93.12,1422.0,95.81,1385.0,94.89,High Needs: Students With High Needs,1320011: South Windsor School District
37,90.1,41.0,89.89,49.0,91.93,Students With Disabilities: Students With Disabilities,1330011: Sprague School District
131,90.62,129.0,88.79,129.0,93.69,Free/Reduced Lunch: Free Meal Eligible,1330011: Sprague School District
143,90.68,163.0,89.88,163.0,94.12,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1330011: Sprague School District
41,92.39,38.0,92.5,,,Race/Ethnicity: All other races,1330011: Sprague School District
164,90.85,160.0,92.67,177.0,94.2,Race/Ethnicity: White,1330011: Sprague School District
76,92.15,62.0,96.08,74.0,96.23,High Needs: Students Without High Needs,1330011: Sprague School District
158,90.68,175.0,90.16,183.0,93.71,High Needs: Students With High Needs,1330011: Sprague School District
213,89.74,207.0,91.91,218.0,93.88,Students With Disabilities: Students With Disabilities,1340011: Stafford School District
329,90.56,418.0,92.31,466.0,93.48,Free/Reduced Lunch: Free Meal Eligible,1340011: Stafford School District
67,89.78,138.0,94.6,121.0,95.27,Free/Reduced Lunch: Reduced Price Meal Eligible,1340011: Stafford School District
396,90.43,556.0,92.88,587.0,93.85,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1340011: Stafford School District
129,91.73,108.0,93.87,109.0,93.76,Race/Ethnicity: Hispanic/Latino of any race,1340011: Stafford School District
1106,92.55,1176.0,95.13,1183.0,94.95,Race/Ethnicity: White,1340011: Stafford School District
762,93.66,688.0,96.86,692.0,95.59,High Needs: Students Without High Needs,1340011: Stafford School District
527,90.75,646.0,93.15,679.0,94.01,High Needs: Students With High Needs,1340011: Stafford School District
57,83.06,27.0,83.9,75.0,86.48,Homelessness: Students Experiencing Homelessness,1350011: Stamford School District
2257,88.48,2144.0,90.96,2344.0,92.93,Students With Disabilities: Students With Disabilities,1350011: Stamford School District
7070,89.72,7484.0,92.05,8008.0,94.01,Free/Reduced Lunch: Free Meal Eligible,1350011: Stamford School District
1385,92.2,1535.0,94.1,1620.0,95.03,Free/Reduced Lunch: Reduced Price Meal Eligible,1350011: Stamford School District
8455,90.13,9019.0,92.4,9628.0,94.18,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1350011: Stamford School District
2046,88.06,1997.0,89.17,2444.0,93.4,English Learners: English Learners,1350011: Stamford School District
1611,92.16,1676.0,95.69,1736.0,94.57,Race/Ethnicity: All other races,1350011: Stamford School District
2212,89.2,2253.0,92.15,2364.0,94.13,Race/Ethnicity: Black or African American,1350011: Stamford School District
7786,90.27,7276.0,92.49,7316.0,94.43,Race/Ethnicity: Hispanic/Latino of any race,1350011: Stamford School District
4377,92.89,4616.0,96.15,4895.0,95.38,Race/Ethnicity: White,1350011: Stamford School District
5490,93.44,5521.0,96.96,5599.0,95.84,High Needs: Students Without High Needs,1350011: Stamford School District
9864,89.86,9964.0,92.25,10712.0,94.09,High Needs: Students With High Needs,1350011: Stamford School District
51,88.15,48.0,89.54,55.0,91.46,Students With Disabilities: Students With Disabilities,1360011: Sterling School District
106,88.49,100.0,87.35,133.0,92.8,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1360011: Sterling School District
29,86.97,24.0,92.51,,,Race/Ethnicity: Hispanic/Latino of any race,1360011: Sterling School District
253,90.03,243.0,91.31,269.0,93.83,Race/Ethnicity: White,1360011: Sterling School District
173,90.73,158.0,92.27,165.0,94.49,High Needs: Students Without High Needs,1360011: Sterling School District
132,88.55,125.0,88.56,160.0,92.94,High Needs: Students With High Needs,1360011: Sterling School District
246,90.33,265.0,89.01,291.0,93.99,Students With Disabilities: Students With Disabilities,1370011: Stonington School District
340,90.52,392.0,89.09,447.0,93.98,Free/Reduced Lunch: Free Meal Eligible,1370011: Stonington School District
70,92.34,102.0,91.06,85.0,94.77,Free/Reduced Lunch: Reduced Price Meal Eligible,1370011: Stonington School District
410,90.84,494.0,89.5,532.0,94.11,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1370011: Stonington School District
148,93.0,151.0,91.89,135.0,95.68,Race/Ethnicity: All other races,1370011: Stonington School District
1521,93.29,1558.0,92.89,1650.0,94.97,Race/Ethnicity: White,1370011: Stonington School District
1206,94.14,1176.0,93.74,1219.0,95.44,High Needs: Students Without High Needs,1370011: Stonington School District
574,91.09,654.0,90.06,712.0,94.22,High Needs: Students With High Needs,1370011: Stonington School District
24,90.06,,,31.0,90.13,Homelessness: Students Experiencing Homelessness,1380011: Stratford School District
1040,89.36,1053.0,88.36,1000.0,92.44,Students With Disabilities: Students With Disabilities,1380011: Stratford School District
2765,90.5,2520.0,88.91,2792.0,93.15,Free/Reduced Lunch: Free Meal Eligible,1380011: Stratford School District
533,92.46,556.0,92.72,629.0,94.68,Free/Reduced Lunch: Reduced Price Meal Eligible,1380011: Stratford School District
3298,90.82,3076.0,89.6,3421.0,93.43,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1380011: Stratford School District
487,92.44,418.0,90.36,473.0,94.41,English Learners: English Learners,1380011: Stratford School District
450,92.97,464.0,92.68,442.0,94.77,Race/Ethnicity: All other races,1380011: Stratford School District
1707,91.97,1656.0,90.48,1558.0,94.85,Race/Ethnicity: Black or African American,1380011: Stratford School District
2587,91.21,2484.0,91.07,2440.0,93.75,Race/Ethnicity: Hispanic/Latino of any race,1380011: Stratford School District
1980,91.93,2138.0,94.09,2254.0,94.39,Race/Ethnicity: White,1380011: Stratford School District
2714,93.02,2931.0,94.72,2768.0,95.32,High Needs: Students Without High Needs,1380011: Stratford School District
3850,90.9,3666.0,89.87,3926.0,93.55,High Needs: Students With High Needs,1380011: Stratford School District
279,91.67,280.0,92.09,281.0,91.52,Students With Disabilities: Students With Disabilities,1390011: Suffield School District
225,89.93,271.0,90.69,303.0,92.53,Free/Reduced Lunch: Free Meal Eligible,1390011: Suffield School District
77,93.11,73.0,92.96,54.0,93.1,Free/Reduced Lunch: Reduced Price Meal Eligible,1390011: Suffield School District
302,90.74,344.0,91.18,357.0,92.62,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1390011: Suffield School District
41,94.49,46.0,92.96,44.0,93.7,English Learners: English Learners,1390011: Suffield School District
105,94.5,106.0,96.48,103.0,96.19,Race/Ethnicity: All other races,1390011: Suffield School District
79,90.97,88.0,93.23,74.0,94.71,Race/Ethnicity: Black or African American,1390011: Suffield School District
157,91.73,151.0,91.9,147.0,93.05,Race/Ethnicity: Hispanic/Latino of any race,1390011: Suffield School District
1675,93.8,1713.0,95.91,1744.0,94.99,Race/Ethnicity: White,1390011: Suffield School District
1449,94.3,1469.0,96.63,1494.0,95.79,High Needs: Students Without High Needs,1390011: Suffield School District
532,91.72,562.0,92.58,574.0,92.59,High Needs: Students With High Needs,1390011: Suffield School District
113,92.6,119.0,91.06,127.0,93.98,Students With Disabilities: Students With Disabilities,1400011: Thomaston School District
219,92.15,207.0,88.84,226.0,93.96,Free/Reduced Lunch: Free Meal Eligible,1400011: Thomaston School District
53,92.42,75.0,91.52,53.0,94.98,Free/Reduced Lunch: Reduced Price Meal Eligible,1400011: Thomaston School District
272,92.2,282.0,89.56,279.0,94.15,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1400011: Thomaston School District
81,91.59,60.0,87.36,56.0,93.54,Race/Ethnicity: Hispanic/Latino of any race,1400011: Thomaston School District
662,94.54,700.0,93.21,730.0,95.71,Race/Ethnicity: White,1400011: Thomaston School District
449,95.43,451.0,94.68,476.0,96.54,High Needs: Students Without High Needs,1400011: Thomaston School District
341,92.71,345.0,90.31,346.0,94.39,High Needs: Students With High Needs,1400011: Thomaston School District
177,85.79,170.0,85.9,165.0,92.0,Students With Disabilities: Students With Disabilities,1410011: Thompson School District
296,86.17,344.0,85.95,373.0,91.59,Free/Reduced Lunch: Free Meal Eligible,1410011: Thompson School District
66,89.22,82.0,89.51,84.0,93.35,Free/Reduced Lunch: Reduced Price Meal Eligible,1410011: Thompson School District
362,86.71,426.0,86.64,457.0,91.91,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1410011: Thompson School District
69,87.57,73.0,84.55,56.0,91.59,Race/Ethnicity: Hispanic/Latino of any race,1410011: Thompson School District
783,89.34,806.0,91.1,848.0,93.02,Race/Ethnicity: White,1410011: Thompson School District
422,91.6,418.0,94.16,429.0,93.97,High Needs: Students Without High Needs,1410011: Thompson School District
448,87.13,486.0,87.1,515.0,92.1,High Needs: Students With High Needs,1410011: Thompson School District
307,91.64,301.0,95.23,312.0,94.92,Students With Disabilities: Students With Disabilities,1420011: Tolland School District
245,90.74,202.0,94.44,221.0,94.86,Free/Reduced Lunch: Free Meal Eligible,1420011: Tolland School District
82,92.54,112.0,94.98,97.0,94.53,Free/Reduced Lunch: Reduced Price Meal Eligible,1420011: Tolland School District
327,91.19,314.0,94.64,318.0,94.76,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1420011: Tolland School District
24,94.46,,,,,English Learners: English Learners,1420011: Tolland School District
133,94.0,135.0,97.48,126.0,96.4,Race/Ethnicity: All other races,1420011: Tolland School District
65,93.35,61.0,95.75,61.0,96.66,Race/Ethnicity: Black or African American,1420011: Tolland School District
199,92.28,167.0,96.48,152.0,96.19,Race/Ethnicity: Hispanic/Latino of any race,1420011: Tolland School District
1803,93.61,1893.0,97.45,1980.0,96.27,Race/Ethnicity: White,1420011: Tolland School District
1616,94.16,1676.0,98.06,1753.0,96.68,High Needs: Students Without High Needs,1420011: Tolland School District
571,91.75,555.0,95.22,566.0,95.04,High Needs: Students With High Needs,1420011: Tolland School District
641,89.68,654.0,86.69,707.0,92.74,Students With Disabilities: Students With Disabilities,1430011: Torrington School District
1864,90.73,1985.0,87.82,2230.0,93.8,Free/Reduced Lunch: Free Meal Eligible,1430011: Torrington School District
465,92.2,461.0,91.46,346.0,95.92,Free/Reduced Lunch: Reduced Price Meal Eligible,1430011: Torrington School District
2329,91.03,2446.0,88.52,2576.0,94.09,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1430011: Torrington School District
434,94.2,373.0,91.32,405.0,95.75,English Learners: English Learners,1430011: Torrington School District
278,92.46,291.0,89.45,296.0,95.09,Race/Ethnicity: All other races,1430011: Torrington School District
220,90.45,185.0,87.37,169.0,94.0,Race/Ethnicity: Black or African American,1430011: Torrington School District
1415,92.13,1260.0,89.21,1168.0,94.98,Race/Ethnicity: Hispanic/Latino of any race,1430011: Torrington School District
1900,91.78,1954.0,91.11,2177.0,94.34,Race/Ethnicity: White,1430011: Torrington School District
1076,93.53,953.0,94.41,1055.0,95.85,High Needs: Students Without High Needs,1430011: Torrington School District
2612,91.21,2640.0,88.72,2755.0,94.07,High Needs: Students With High Needs,1430011: Torrington School District
838,93.63,791.0,94.63,789.0,95.34,Students With Disabilities: Students With Disabilities,1440011: Trumbull School District
823,93.72,884.0,94.25,,,Free/Reduced Lunch: Free Meal Eligible,1440011: Trumbull School District
319,94.37,291.0,95.39,,,Free/Reduced Lunch: Reduced Price Meal Eligible,1440011: Trumbull School District
1142,93.9,1175.0,94.53,899.0,95.12,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1440011: Trumbull School District
285,94.62,273.0,95.59,247.0,95.35,English Learners: English Learners,1440011: Trumbull School District
871,95.68,799.0,97.75,770.0,96.79,Race/Ethnicity: All other races,1440011: Trumbull School District
416,95.2,394.0,96.14,382.0,96.95,Race/Ethnicity: Black or African American,1440011: Trumbull School District
1171,94.35,1056.0,95.89,950.0,95.75,Race/Ethnicity: Hispanic/Latino of any race,1440011: Trumbull School District
4245,95.1,4329.0,96.97,4497.0,96.19,Race/Ethnicity: White,1440011: Trumbull School District
4715,95.5,4608.0,97.63,4946.0,96.55,High Needs: Students Without High Needs,1440011: Trumbull School District
1904,93.99,1868.0,94.98,1653.0,95.32,High Needs: Students With High Needs,1440011: Trumbull School District
545,90.27,509.0,90.03,508.0,92.48,Students With Disabilities: Students With Disabilities,1460011: Vernon School District
1303,91.72,1323.0,91.77,1426.0,94.14,Free/Reduced Lunch: Free Meal Eligible,1460011: Vernon School District
249,93.4,269.0,92.67,204.0,95.22,Free/Reduced Lunch: Reduced Price Meal Eligible,1460011: Vernon School District
1552,91.99,1592.0,91.92,1630.0,94.28,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1460011: Vernon School District
108,90.94,114.0,93.84,124.0,95.67,English Learners: English Learners,1460011: Vernon School District
470,93.02,419.0,94.29,425.0,95.15,Race/Ethnicity: All other races,1460011: Vernon School District
316,93.29,314.0,91.96,321.0,95.33,Race/Ethnicity: Black or African American,1460011: Vernon School District
663,91.73,610.0,92.0,611.0,94.45,Race/Ethnicity: Hispanic/Latino of any race,1460011: Vernon School District
1570,94.57,1612.0,95.06,1669.0,95.31,Race/Ethnicity: White,1460011: Vernon School District
1198,95.73,1118.0,96.98,1216.0,96.42,High Needs: Students Without High Needs,1460011: Vernon School District
1751,92.17,1777.0,92.14,1810.0,94.23,High Needs: Students With High Needs,1460011: Vernon School District
33,93.36,33.0,94.22,40.0,94.58,Students With Disabilities: Students With Disabilities,1470011: Voluntown School District
56,92.75,,,,,Free/Reduced Lunch: Free Meal Eligible,1470011: Voluntown School District
21,95.31,,,,,Free/Reduced Lunch: Reduced Price Meal Eligible,1470011: Voluntown School District
77,93.45,63.0,94.1,65.0,94.94,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1470011: Voluntown School District
190,94.4,194.0,94.45,188.0,95.19,Race/Ethnicity: White,1470011: Voluntown School District
119,95.04,134.0,94.5,135.0,95.3,High Needs: Students Without High Needs,1470011: Voluntown School District
90,93.59,82.0,94.35,86.0,94.74,High Needs: Students With High Needs,1470011: Voluntown School District
861,89.75,828.0,92.62,883.0,93.31,Students With Disabilities: Students With Disabilities,1480011: Wallingford School District
1259,89.44,1375.0,93.0,1453.0,93.89,Free/Reduced Lunch: Free Meal Eligible,1480011: Wallingford School District
335,91.8,288.0,95.31,309.0,95.5,Free/Reduced Lunch: Reduced Price Meal Eligible,1480011: Wallingford School District
1594,89.94,1663.0,93.4,1762.0,94.17,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1480011: Wallingford School District
329,91.61,300.0,94.65,337.0,95.25,English Learners: English Learners,1480011: Wallingford School District
449,92.92,463.0,95.95,384.0,96.63,Race/Ethnicity: All other races,1480011: Wallingford School District
86,92.05,89.0,94.35,120.0,95.32,Race/Ethnicity: Black or African American,1480011: Wallingford School District
1051,90.81,1043.0,94.12,992.0,94.66,Race/Ethnicity: Hispanic/Latino of any race,1480011: Wallingford School District
3547,92.7,3646.0,95.86,3978.0,95.56,Race/Ethnicity: White,1480011: Wallingford School District
2928,93.76,3005.0,96.79,3193.0,96.31,High Needs: Students Without High Needs,1480011: Wallingford School District
2150,90.44,2161.0,93.75,2281.0,94.27,High Needs: Students With High Needs,1480011: Wallingford School District
245,85.16,302.0,83.61,573.0,88.89,Homelessness: Students Experiencing Homelessness,1510011: Waterbury School District
3244,86.22,3286.0,87.71,3468.0,91.39,Students With Disabilities: Students With Disabilities,1510011: Waterbury School District
12207,87.89,13033.0,89.62,14409.0,93.0,Free/Reduced Lunch: Free Meal Eligible,1510011: Waterbury School District
361,92.82,472.0,95.62,548.0,95.79,Free/Reduced Lunch: Reduced Price Meal Eligible,1510011: Waterbury School District
12568,88.02,13505.0,89.83,14957.0,93.11,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,1510011: Waterbury School District
3008,89.01,2817.0,89.28,3047.0,93.14,English Learners: English Learners,1510011: Waterbury School District
1043,89.88,1055.0,91.75,1012.0,94.05,Race/Ethnicity: All other races,1510011: Waterbury School District
3876,88.75,3900.0,90.08,3908.0,93.51,Race/Ethnicity: Black or African American,1510011: Waterbury School District
10731,88.34,10462.0,89.83,10388.0,93.14,Race/Ethnicity: Hispanic/Latino of any race,1510011: Waterbury School District
2156,90.68,2430.0,93.66,2675.0,94.16,Race/Ethnicity: White,1510011: Waterbury School District
3185,91.38,2832.0,93.95,2219.0,95.4,High Needs: Students Without High Needs,1510011: Waterbury School District
13926,88.29,14503.0,89.93,15764.0,93.16,High Needs: Students With High Needs,1510011: Waterbury School District
360,92.62,360.0,92.89,398.0,93.92,Students With Disabilities: Students With Disabilities,1520011: Waterford School District
468,92.21,475.0,92.39,602.0,93.93,Free/Reduced Lunch: Free Meal Eligible,1520011: Waterford School District
