2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Category: Student Group,District code: District name
1997,89.93,2000.0,82.79,1932.0,93.3,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,590011: Groton School District
176,91.17,137.0,83.95,168.0,93.26,English Learners: English Learners,590011: Groton School District
840,91.4,709.0,87.66,691.0,94.51,Race/Ethnicity: All other races,590011: Groton School District
304,90.74,286.0,82.66,322.0,94.32,Race/Ethnicity: Black or African American,590011: Groton School District
1076,90.06,894.0,82.02,906.0,93.57,Race/Ethnicity: Hispanic/Latino of any race,590011: Groton School District
2340,92.25,1910.0,90.12,2090.0,94.83,Race/Ethnicity: White,590011: Groton School District
2001,93.26,1458.0,92.72,1773.0,95.71,High Needs: Students Without High Needs,590011: Groton School District
2355,90.14,2223.0,83.68,2236.0,93.43,High Needs: Students With High Needs,590011: Groton School District
380,91.61,365.0,95.24,383.0,94.5,Students With Disabilities: Students With Disabilities,600011: Guilford School District
263,91.01,295.0,95.35,330.0,94.25,Free/Reduced Lunch: Free Meal Eligible,600011: Guilford School District
109,91.41,99.0,95.71,96.0,95.13,Free/Reduced Lunch: Reduced Price Meal Eligible,600011: Guilford School District
372,91.13,394.0,95.44,426.0,94.45,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,600011: Guilford School District
45,94.88,57.0,97.61,69.0,95.54,English Learners: English Learners,600011: Guilford School District
322,94.77,294.0,97.84,281.0,96.32,Race/Ethnicity: All other races,600011: Guilford School District
37,92.64,39.0,97.6,34.0,95.31,Race/Ethnicity: Black or African American,600011: Guilford School District
259,92.7,250.0,96.76,245.0,94.88,Race/Ethnicity: Hispanic/Latino of any race,600011: Guilford School District
2490,93.7,2516.0,97.17,2672.0,95.78,Race/Ethnicity: White,600011: Guilford School District
2391,94.28,2335.0,97.7,2466.0,96.07,High Needs: Students Without High Needs,600011: Guilford School District
696,91.79,721.0,95.75,766.0,94.72,High Needs: Students With High Needs,600011: Guilford School District
900,87.45,927.0,84.13,967.0,92.21,Students With Disabilities: Students With Disabilities,620011: Hamden School District
1738,87.28,1827.0,84.73,2185.0,92.85,Free/Reduced Lunch: Free Meal Eligible,620011: Hamden School District
391,90.8,458.0,90.06,364.0,95.16,Free/Reduced Lunch: Reduced Price Meal Eligible,620011: Hamden School District
2129,87.92,2285.0,85.81,2549.0,93.19,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,620011: Hamden School District
340,91.11,308.0,89.25,368.0,94.09,English Learners: English Learners,620011: Hamden School District
686,91.65,680.0,92.62,699.0,95.39,Race/Ethnicity: All other races,620011: Hamden School District
1718,88.71,1638.0,86.54,1650.0,94.18,Race/Ethnicity: Black or African American,620011: Hamden School District
1358,88.26,1235.0,87.49,1174.0,93.25,Race/Ethnicity: Hispanic/Latino of any race,620011: Hamden School District
1630,90.85,1720.0,92.25,1816.0,94.62,Race/Ethnicity: White,620011: Hamden School District
2524,91.35,2393.0,93.1,2293.0,95.58,High Needs: Students Without High Needs,620011: Hamden School District
2693,88.13,2763.0,86.38,3046.0,93.29,High Needs: Students With High Needs,620011: Hamden School District
56,90.89,53.0,94.22,68.0,95.11,Race/Ethnicity: White,630011: Hampton School District
32,92.22,29.0,96.34,34.0,96.37,High Needs: Students Without High Needs,630011: Hampton School District
29,89.77,28.0,92.68,42.0,94.49,High Needs: Students With High Needs,630011: Hampton School District
107,79.86,28.0,78.47,437.0,84.54,Homelessness: Students Experiencing Homelessness,640011: Hartford School District
3227,81.47,3160.0,77.92,3614.0,87.01,Students With Disabilities: Students With Disabilities,640011: Hartford School District
12011,84.2,12281.0,81.22,14146.0,89.94,Free/Reduced Lunch: Free Meal Eligible,640011: Hartford School District
434,91.08,393.0,91.19,415.0,94.63,Free/Reduced Lunch: Reduced Price Meal Eligible,640011: Hartford School District
12445,84.44,12674.0,81.53,14561.0,90.08,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,640011: Hartford School District
3591,84.84,3572.0,80.88,4054.0,90.03,English Learners: English Learners,640011: Hartford School District
1033,89.71,1031.0,91.26,1023.0,93.09,Race/Ethnicity: All other races,640011: Hartford School District
4852,86.94,4486.0,83.74,5204.0,91.52,Race/Ethnicity: Black or African American,640011: Hartford School District
9286,83.89,9067.0,80.9,9632.0,89.67,Race/Ethnicity: Hispanic/Latino of any race,640011: Hartford School District
1200,90.5,1201.0,92.1,1485.0,94.07,Race/Ethnicity: White,640011: Hartford School District
2305,91.48,1972.0,93.84,2075.0,95.3,High Needs: Students Without High Needs,640011: Hartford School District
13351,84.69,13371.0,81.85,15269.0,90.2,High Needs: Students With High Needs,640011: Hartford School District
29,92.67,32.0,87.98,31.0,95.33,Students With Disabilities: Students With Disabilities,650011: Hartland School District
26,93.17,26.0,85.34,30.0,94.89,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,650011: Hartland School District
109,93.85,122.0,90.96,128.0,95.42,Race/Ethnicity: White,650011: Hartland School District
86,94.42,93.0,92.44,96.0,95.87,High Needs: Students Without High Needs,650011: Hartland School District
43,92.72,46.0,87.33,52.0,94.69,High Needs: Students With High Needs,650011: Hartland School District
65,95.02,67.0,96.62,71.0,94.94,Students With Disabilities: Students With Disabilities,670011: Hebron School District
75,94.48,74.0,96.23,,,Free/Reduced Lunch: Free Meal Eligible,670011: Hebron School District
28,94.07,21.0,95.95,,,Free/Reduced Lunch: Reduced Price Meal Eligible,670011: Hebron School District
103,94.37,95.0,96.17,91.0,94.88,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,670011: Hebron School District
35,93.77,30.0,94.61,23.0,95.54,Race/Ethnicity: Hispanic/Latino of any race,670011: Hebron School District
563,95.37,543.0,97.19,544.0,95.83,Race/Ethnicity: White,670011: Hebron School District
476,95.57,454.0,97.29,452.0,96.06,High Needs: Students Without High Needs,670011: Hebron School District
149,94.62,142.0,96.45,141.0,95.19,High Needs: Students With High Needs,670011: Hebron School District
21,92.67,,,,,Students With Disabilities: Students With Disabilities,680011: Kent School District
43,91.93,40.0,95.72,45.0,94.79,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,680011: Kent School District
166,94.67,155.0,96.71,159.0,95.52,Race/Ethnicity: White,680011: Kent School District
139,95.37,136.0,97.05,133.0,95.93,High Needs: Students Without High Needs,680011: Kent School District
55,92.44,51.0,95.53,57.0,94.98,High Needs: Students With High Needs,680011: Kent School District
388,88.49,357.0,85.92,383.0,91.54,Students With Disabilities: Students With Disabilities,690011: Killingly School District
847,88.25,841.0,85.01,1031.0,92.39,Free/Reduced Lunch: Free Meal Eligible,690011: Killingly School District
149,91.07,157.0,89.01,168.0,93.88,Free/Reduced Lunch: Reduced Price Meal Eligible,690011: Killingly School District
996,88.67,998.0,85.65,1199.0,92.6,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,690011: Killingly School District
60,90.96,63.0,88.47,59.0,93.93,English Learners: English Learners,690011: Killingly School District
214,90.93,212.0,88.25,213.0,94.11,Race/Ethnicity: All other races,690011: Killingly School District
35,91.91,37.0,88.24,51.0,92.98,Race/Ethnicity: Black or African American,690011: Killingly School District
259,88.55,222.0,85.71,221.0,92.45,Race/Ethnicity: Hispanic/Latino of any race,690011: Killingly School District
1737,91.26,1765.0,90.35,1832.0,93.93,Race/Ethnicity: White,690011: Killingly School District
1022,93.1,1025.0,93.35,984.0,95.28,High Needs: Students Without High Needs,690011: Killingly School District
1161,89.14,1155.0,86.47,1333.0,92.66,High Needs: Students With High Needs,690011: Killingly School District
146,92.21,153.0,93.84,166.0,94.19,Students With Disabilities: Students With Disabilities,710011: Lebanon School District
202,92.27,210.0,93.97,230.0,94.09,Free/Reduced Lunch: Free Meal Eligible,710011: Lebanon School District
40,92.62,42.0,96.21,60.0,95.37,Free/Reduced Lunch: Reduced Price Meal Eligible,710011: Lebanon School District
242,92.33,252.0,94.34,290.0,94.36,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,710011: Lebanon School District
66,93.62,61.0,95.49,52.0,95.34,Race/Ethnicity: Hispanic/Latino of any race,710011: Lebanon School District
776,94.04,787.0,96.39,831.0,95.31,Race/Ethnicity: White,710011: Lebanon School District
557,94.64,543.0,97.2,553.0,95.88,High Needs: Students Without High Needs,710011: Lebanon School District
324,92.54,343.0,94.89,381.0,94.55,High Needs: Students With High Needs,710011: Lebanon School District
406,89.64,400.0,82.83,445.0,94.64,Students With Disabilities: Students With Disabilities,720011: Ledyard School District
376,88.59,470.0,80.68,527.0,94.04,Free/Reduced Lunch: Free Meal Eligible,720011: Ledyard School District
117,89.55,162.0,82.61,177.0,95.07,Free/Reduced Lunch: Reduced Price Meal Eligible,720011: Ledyard School District
493,88.81,632.0,81.18,704.0,94.31,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,720011: Ledyard School District
37,91.77,30.0,87.52,37.0,95.43,English Learners: English Learners,720011: Ledyard School District
306,90.2,282.0,82.39,279.0,94.86,Race/Ethnicity: All other races,720011: Ledyard School District
110,88.9,109.0,84.14,125.0,95.11,Race/Ethnicity: Black or African American,720011: Ledyard School District
283,89.55,248.0,83.89,260.0,95.0,Race/Ethnicity: Hispanic/Latino of any race,720011: Ledyard School District
1725,91.74,1666.0,85.16,1677.0,95.39,Race/Ethnicity: White,720011: Ledyard School District
1587,92.09,1360.0,86.38,1355.0,95.85,High Needs: Students Without High Needs,720011: Ledyard School District
787,89.37,891.0,81.96,986.0,94.47,High Needs: Students With High Needs,720011: Ledyard School District
62,91.06,60.0,93.59,60.0,94.6,Students With Disabilities: Students With Disabilities,730011: Lisbon School District
132,91.45,155.0,93.91,143.0,95.6,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,730011: Lisbon School District
44,89.9,53.0,92.77,44.0,94.67,Race/Ethnicity: Hispanic/Latino of any race,730011: Lisbon School District
303,92.34,304.0,95.1,302.0,96.2,Race/Ethnicity: White,730011: Lisbon School District
203,92.79,205.0,95.42,215.0,96.48,High Needs: Students Without High Needs,730011: Lisbon School District
168,91.56,183.0,94.18,172.0,95.4,High Needs: Students With High Needs,730011: Lisbon School District
141,89.96,133.0,93.44,142.0,93.63,Students With Disabilities: Students With Disabilities,740011: Litchfield School District
103,90.88,115.0,93.44,142.0,94.91,Free/Reduced Lunch: Free Meal Eligible,740011: Litchfield School District
28,92.48,30.0,94.76,46.0,95.43,Free/Reduced Lunch: Reduced Price Meal Eligible,740011: Litchfield School District
131,91.22,145.0,93.72,188.0,95.04,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,740011: Litchfield School District
59,91.07,50.0,94.25,44.0,94.82,Race/Ethnicity: Hispanic/Latino of any race,740011: Litchfield School District
706,93.14,716.0,95.06,748.0,95.89,Race/Ethnicity: White,740011: Litchfield School District
562,93.69,545.0,95.4,547.0,96.46,High Needs: Students Without High Needs,740011: Litchfield School District
240,91.3,248.0,94.03,286.0,94.7,High Needs: Students With High Needs,740011: Litchfield School District
339,95.27,362.0,96.74,380.0,95.92,Students With Disabilities: Students With Disabilities,760011: Madison School District
66,93.9,66.0,95.36,66.0,94.98,Free/Reduced Lunch: Free Meal Eligible,760011: Madison School District
23,96.26,25.0,94.2,26.0,95.86,Free/Reduced Lunch: Reduced Price Meal Eligible,760011: Madison School District
89,94.51,91.0,95.03,92.0,95.23,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,760011: Madison School District
39,95.75,34.0,96.82,38.0,95.83,English Learners: English Learners,760011: Madison School District
183,96.93,187.0,97.96,211.0,96.68,Race/Ethnicity: All other races,760011: Madison School District
2058,95.85,2130.0,97.55,2230.0,96.2,Race/Ethnicity: White,760011: Madison School District
1980,96.05,2004.0,97.69,2120.0,96.32,High Needs: Students Without High Needs,760011: Madison School District
422,95.37,444.0,96.62,464.0,95.93,High Needs: Students With High Needs,760011: Madison School District
959,84.46,882.0,83.29,959.0,91.03,Students With Disabilities: Students With Disabilities,770011: Manchester School District
2922,85.77,2747.0,84.65,3311.0,91.86,Free/Reduced Lunch: Free Meal Eligible,770011: Manchester School District
497,90.05,415.0,89.63,423.0,94.69,Free/Reduced Lunch: Reduced Price Meal Eligible,770011: Manchester School District
3419,86.39,3162.0,85.32,3734.0,92.19,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,770011: Manchester School District
461,88.5,405.0,87.8,455.0,91.95,English Learners: English Learners,770011: Manchester School District
661,89.82,605.0,91.85,680.0,93.48,Race/Ethnicity: All other races,770011: Manchester School District
1492,88.95,1359.0,87.62,1514.0,93.78,Race/Ethnicity: Black or African American,770011: Manchester School District
2011,86.09,1721.0,85.58,1777.0,91.96,Race/Ethnicity: Hispanic/Latino of any race,770011: Manchester School District
1875,90.34,1774.0,91.81,2052.0,93.89,Race/Ethnicity: White,770011: Manchester School District
2050,92.22,1789.0,94.5,1942.0,95.09,High Needs: Students Without High Needs,770011: Manchester School District
3821,86.72,3518.0,85.96,4081.0,92.36,High Needs: Students With High Needs,770011: Manchester School District
131,90.99,118.0,93.8,138.0,94.7,Students With Disabilities: Students With Disabilities,780011: Mansfield School District
232,90.57,244.0,92.89,302.0,94.61,Free/Reduced Lunch: Free Meal Eligible,780011: Mansfield School District
30,94.74,55.0,95.36,42.0,95.9,Free/Reduced Lunch: Reduced Price Meal Eligible,780011: Mansfield School District
262,91.05,299.0,93.34,344.0,94.77,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,780011: Mansfield School District
47,93.71,37.0,95.84,63.0,96.64,English Learners: English Learners,780011: Mansfield School District
152,95.67,165.0,97.54,196.0,96.52,Race/Ethnicity: All other races,780011: Mansfield School District
32,93.64,33.0,93.07,31.0,94.31,Race/Ethnicity: Black or African American,780011: Mansfield School District
150,90.79,148.0,92.65,144.0,94.67,Race/Ethnicity: Hispanic/Latino of any race,780011: Mansfield School District
614,93.71,632.0,96.16,704.0,95.7,Race/Ethnicity: White,780011: Mansfield School District
574,94.78,587.0,96.91,631.0,96.08,High Needs: Students Without High Needs,780011: Mansfield School District
352,91.65,373.0,93.97,444.0,95.06,High Needs: Students With High Needs,780011: Mansfield School District
46,94.5,49.0,94.67,55.0,95.63,Students With Disabilities: Students With Disabilities,790011: Marlborough School District
71,93.65,64.0,93.82,66.0,95.36,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,790011: Marlborough School District
39,94.35,29.0,93.01,29.0,96.31,Race/Ethnicity: Hispanic/Latino of any race,790011: Marlborough School District
382,94.73,379.0,95.5,369.0,95.71,Race/Ethnicity: White,790011: Marlborough School District
334,94.8,323.0,95.67,316.0,95.82,High Needs: Students Without High Needs,790011: Marlborough School District
107,93.96,106.0,94.64,111.0,95.64,High Needs: Students With High Needs,790011: Marlborough School District
1663,88.45,1555.0,89.76,1630.0,92.44,Students With Disabilities: Students With Disabilities,800011: Meriden School District
5968,90.28,5267.0,91.68,5366.0,93.79,Free/Reduced Lunch: Free Meal Eligible,800011: Meriden School District
984,93.11,837.0,95.28,901.0,95.88,Free/Reduced Lunch: Reduced Price Meal Eligible,800011: Meriden School District
6952,90.68,6104.0,92.18,6267.0,94.1,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,800011: Meriden School District
1394,90.6,1277.0,92.42,1389.0,94.2,English Learners: English Learners,800011: Meriden School District
543,92.26,497.0,94.48,516.0,95.33,Race/Ethnicity: All other races,800011: Meriden School District
956,91.24,899.0,92.95,841.0,95.21,Race/Ethnicity: Black or African American,800011: Meriden School District
5035,90.42,4752.0,92.14,4663.0,94.07,Race/Ethnicity: Hispanic/Latino of any race,800011: Meriden School District
1942,92.55,1973.0,94.21,2032.0,95.26,Race/Ethnicity: White,800011: Meriden School District
1023,94.37,1472.0,96.05,1433.0,96.55,High Needs: Students Without High Needs,800011: Meriden School District
7250,90.72,6466.0,92.22,6619.0,94.14,High Needs: Students With High Needs,800011: Meriden School District
35,83.19,29.0,77.56,39.0,87.61,Homelessness: Students Experiencing Homelessness,830011: Middletown School District
596,86.06,583.0,87.09,606.0,92.48,Students With Disabilities: Students With Disabilities,830011: Middletown School District
1394,86.7,1678.0,88.05,1933.0,93.03,Free/Reduced Lunch: Free Meal Eligible,830011: Middletown School District
226,87.98,267.0,91.08,228.0,94.97,Free/Reduced Lunch: Reduced Price Meal Eligible,830011: Middletown School District
1620,86.88,1945.0,88.47,2161.0,93.24,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,830011: Middletown School District
189,89.83,155.0,89.74,183.0,94.35,English Learners: English Learners,830011: Middletown School District
703,90.26,680.0,93.17,635.0,94.96,Race/Ethnicity: All other races,830011: Middletown School District
954,87.55,886.0,89.07,907.0,93.99,Race/Ethnicity: Black or African American,830011: Middletown School District
702,87.01,786.0,88.53,883.0,92.99,Race/Ethnicity: Hispanic/Latino of any race,830011: Middletown School District
1987,90.85,1956.0,95.05,2063.0,95.13,Race/Ethnicity: White,830011: Middletown School District
2288,91.32,2036.0,96.17,2075.0,95.77,High Needs: Students Without High Needs,830011: Middletown School District
1971,87.28,2202.0,88.84,2413.0,93.31,High Needs: Students With High Needs,830011: Middletown School District
784,89.46,780.0,91.12,817.0,92.56,Students With Disabilities: Students With Disabilities,840011: Milford School District
1113,90.21,1205.0,90.99,1292.0,93.47,Free/Reduced Lunch: Free Meal Eligible,840011: Milford School District
282,91.56,293.0,92.9,233.0,95.16,Free/Reduced Lunch: Reduced Price Meal Eligible,840011: Milford School District
1395,90.49,1498.0,91.37,1525.0,93.74,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,840011: Milford School District
121,93.41,124.0,93.87,155.0,94.46,English Learners: English Learners,840011: Milford School District
658,93.36,642.0,95.36,651.0,95.59,Race/Ethnicity: All other races,840011: Milford School District
254,91.36,252.0,90.95,253.0,94.9,Race/Ethnicity: Black or African American,840011: Milford School District
768,91.41,696.0,93.28,666.0,94.74,Race/Ethnicity: Hispanic/Latino of any race,840011: Milford School District
3524,92.31,3684.0,94.44,3825.0,94.95,Race/Ethnicity: White,840011: Milford School District
3201,93.3,3212.0,95.78,3316.0,95.88,High Needs: Students Without High Needs,840011: Milford School District
1920,90.68,1991.0,91.75,2079.0,93.56,High Needs: Students With High Needs,840011: Milford School District
446,93.63,396.0,96.7,405.0,94.62,Students With Disabilities: Students With Disabilities,850011: Monroe School District
262,92.55,259.0,95.76,279.0,94.56,Free/Reduced Lunch: Free Meal Eligible,850011: Monroe School District
75,93.95,84.0,95.9,61.0,95.1,Free/Reduced Lunch: Reduced Price Meal Eligible,850011: Monroe School District
337,92.86,343.0,95.8,340.0,94.66,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,850011: Monroe School District
43,95.14,37.0,96.61,33.0,96.15,English Learners: English Learners,850011: Monroe School District
315,95.32,305.0,97.79,280.0,96.75,Race/Ethnicity: All other races,850011: Monroe School District
102,95.88,76.0,97.73,66.0,96.9,Race/Ethnicity: Black or African American,850011: Monroe School District
501,94.2,413.0,97.46,353.0,95.54,Race/Ethnicity: Hispanic/Latino of any race,850011: Monroe School District
2401,94.88,2394.0,97.87,2429.0,96.09,Race/Ethnicity: White,850011: Monroe School District
2545,95.25,2450.0,98.21,2432.0,96.45,High Needs: Students Without High Needs,850011: Monroe School District
737,93.51,695.0,96.46,696.0,94.88,High Needs: Students With High Needs,850011: Monroe School District
351,87.99,325.0,88.39,364.0,94.18,Students With Disabilities: Students With Disabilities,860011: Montville School District
648,89.93,677.0,88.09,749.0,94.05,Free/Reduced Lunch: Free Meal Eligible,860011: Montville School District
175,92.84,197.0,91.28,173.0,96.07,Free/Reduced Lunch: Reduced Price Meal Eligible,860011: Montville School District
823,90.56,874.0,88.82,922.0,94.43,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,860011: Montville School District
89,93.06,91.0,91.71,101.0,96.51,English Learners: English Learners,860011: Montville School District
389,92.77,404.0,92.72,422.0,96.4,Race/Ethnicity: All other races,860011: Montville School District
86,92.25,69.0,90.41,66.0,97.24,Race/Ethnicity: Black or African American,860011: Montville School District
296,91.4,266.0,90.66,278.0,94.88,Race/Ethnicity: Hispanic/Latino of any race,860011: Montville School District
1199,92.29,1195.0,92.25,1241.0,95.36,Race/Ethnicity: White,860011: Montville School District
934,94.19,885.0,95.07,924.0,96.59,High Needs: Students Without High Needs,860011: Montville School District
997,90.62,1017.0,89.41,1083.0,94.68,High Needs: Students With High Needs,860011: Montville School District
719,90.57,721.0,89.71,765.0,91.15,Students With Disabilities: Students With Disabilities,880011: Naugatuck School District
1839,89.92,2097.0,89.46,2028.0,92.57,Free/Reduced Lunch: Free Meal Eligible,880011: Naugatuck School District
372,92.51,235.0,93.19,240.0,94.17,Free/Reduced Lunch: Reduced Price Meal Eligible,880011: Naugatuck School District
2211,90.35,2332.0,89.83,2268.0,92.74,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,880011: Naugatuck School District
347,91.04,309.0,90.12,335.0,94.67,English Learners: English Learners,880011: Naugatuck School District
342,92.77,345.0,92.48,370.0,94.39,Race/Ethnicity: All other races,880011: Naugatuck School District
466,92.4,410.0,91.18,394.0,94.61,Race/Ethnicity: Black or African American,880011: Naugatuck School District
1517,90.65,1366.0,89.79,1283.0,93.24,Race/Ethnicity: Hispanic/Latino of any race,880011: Naugatuck School District
1883,92.47,2029.0,92.53,2226.0,93.86,Race/Ethnicity: White,880011: Naugatuck School District
1518,94.11,1413.0,94.47,1611.0,95.36,High Needs: Students Without High Needs,880011: Naugatuck School District
2569,90.55,2664.0,90.04,2662.0,92.82,High Needs: Students With High Needs,880011: Naugatuck School District
81,82.01,163.0,82.29,259.0,88.44,Homelessness: Students Experiencing Homelessness,890011: New Britain School District
1889,83.15,1916.0,83.75,2021.0,90.11,Students With Disabilities: Students With Disabilities,890011: New Britain School District
6030,85.11,6098.0,85.64,7795.0,91.99,Free/Reduced Lunch: Free Meal Eligible,890011: New Britain School District
755,88.66,749.0,90.14,561.0,94.51,Free/Reduced Lunch: Reduced Price Meal Eligible,890011: New Britain School District
6785,85.5,6847.0,86.14,8356.0,92.16,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,890011: New Britain School District
1558,85.45,1576.0,86.8,1782.0,91.34,English Learners: English Learners,890011: New Britain School District
613,89.98,573.0,91.36,567.0,94.16,Race/Ethnicity: All other races,890011: New Britain School District
1016,88.05,1026.0,88.36,1081.0,93.4,Race/Ethnicity: Black or African American,890011: New Britain School District
6261,85.61,6348.0,86.45,6473.0,91.92,Race/Ethnicity: Hispanic/Latino of any race,890011: New Britain School District
1409,89.25,1506.0,91.37,1623.0,93.89,Race/Ethnicity: White,890011: New Britain School District
1613,91.08,1740.0,93.7,1050.0,95.32,High Needs: Students Without High Needs,890011: New Britain School District
7379,85.78,7457.0,86.42,8694.0,92.2,High Needs: Students With High Needs,890011: New Britain School District
486,94.88,490.0,97.17,529.0,94.93,Students With Disabilities: Students With Disabilities,900011: New Canaan School District
21,95.33,25.0,97.18,49.0,95.85,English Learners: English Learners,900011: New Canaan School District
495,96.31,474.0,98.33,461.0,96.4,Race/Ethnicity: All other races,900011: New Canaan School District
54,95.18,59.0,96.96,61.0,95.96,Race/Ethnicity: Black or African American,900011: New Canaan School District
245,95.78,234.0,97.62,212.0,96.33,Race/Ethnicity: Hispanic/Latino of any race,900011: New Canaan School District
3319,95.56,3412.0,97.7,3450.0,95.86,Race/Ethnicity: White,900011: New Canaan School District
3565,95.77,3617.0,97.84,3609.0,96.1,High Needs: Students Without High Needs,900011: New Canaan School District
507,94.92,512.0,97.18,575.0,95.0,High Needs: Students With High Needs,900011: New Canaan School District
316,91.08,308.0,94.18,328.0,93.48,Students With Disabilities: Students With Disabilities,910011: New Fairfield School District
187,90.1,206.0,93.84,264.0,93.29,Free/Reduced Lunch: Free Meal Eligible,910011: New Fairfield School District
73,92.6,69.0,93.3,78.0,93.8,Free/Reduced Lunch: Reduced Price Meal Eligible,910011: New Fairfield School District
260,90.8,275.0,93.71,342.0,93.41,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,910011: New Fairfield School District
84,91.05,79.0,94.85,86.0,94.51,English Learners: English Learners,910011: New Fairfield School District
98,93.3,97.0,96.78,85.0,95.38,Race/Ethnicity: All other races,910011: New Fairfield School District
45,93.23,29.0,96.75,31.0,95.06,Race/Ethnicity: Black or African American,910011: New Fairfield School District
362,92.06,317.0,94.78,276.0,94.37,Race/Ethnicity: Hispanic/Latino of any race,910011: New Fairfield School District
1591,93.03,1650.0,96.0,1729.0,94.6,Race/Ethnicity: White,910011: New Fairfield School District
1491,93.43,1484.0,96.46,1483.0,94.99,High Needs: Students Without High Needs,910011: New Fairfield School District
557,91.36,568.0,94.42,638.0,93.71,High Needs: Students With High Needs,910011: New Fairfield School District
63,94.2,57.0,96.59,66.0,95.25,Students With Disabilities: Students With Disabilities,920011: New Hartford School District
79,92.81,79.0,95.02,80.0,94.29,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,920011: New Hartford School District
28,93.46,,,,,Race/Ethnicity: Hispanic/Latino of any race,920011: New Hartford School District
381,94.29,374.0,97.16,392.0,95.7,Race/Ethnicity: White,920011: New Hartford School District
292,94.67,280.0,97.7,291.0,96.07,High Needs: Students Without High Needs,920011: New Hartford School District
126,93.48,121.0,95.84,128.0,94.92,High Needs: Students With High Needs,920011: New Hartford School District
234,75.73,173.0,72.84,509.0,88.38,Homelessness: Students Experiencing Homelessness,930011: New Haven School District
2708,79.11,2876.0,77.5,3116.0,90.05,Students With Disabilities: Students With Disabilities,930011: New Haven School District
10661,82.01,11614.0,80.52,12912.0,91.78,Free/Reduced Lunch: Free Meal Eligible,930011: New Haven School District
1467,86.64,1322.0,88.75,945.0,94.5,Free/Reduced Lunch: Reduced Price Meal Eligible,930011: New Haven School District
12128,82.57,12936.0,81.37,13857.0,91.97,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,930011: New Haven School District
3569,86.06,3398.0,85.73,3716.0,93.76,English Learners: English Learners,930011: New Haven School District
1101,86.23,941.0,87.64,923.0,94.67,Race/Ethnicity: All other races,930011: New Haven School District
6203,82.05,6573.0,80.32,6929.0,92.06,Race/Ethnicity: Black or African American,930011: New Haven School District
8779,84.21,8949.0,84.32,9152.0,92.8,Race/Ethnicity: Hispanic/Latino of any race,930011: New Haven School District
1945,86.49,2067.0,89.14,2303.0,94.39,Race/Ethnicity: White,930011: New Haven School District
3996,87.2,4027.0,90.52,4143.0,95.25,High Needs: Students Without High Needs,930011: New Haven School District
13533,82.94,14199.0,81.78,15164.0,92.13,High Needs: Students With High Needs,930011: New Haven School District
572,92.15,553.0,94.36,556.0,94.05,Students With Disabilities: Students With Disabilities,940011: Newington School District
981,91.57,953.0,93.74,1050.0,94.24,Free/Reduced Lunch: Free Meal Eligible,940011: Newington School District
284,93.67,333.0,96.06,232.0,95.26,Free/Reduced Lunch: Reduced Price Meal Eligible,940011: Newington School District
1265,92.04,1286.0,94.35,1282.0,94.43,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,940011: Newington School District
308,93.71,272.0,95.34,258.0,95.78,English Learners: English Learners,940011: Newington School District
563,95.1,570.0,97.34,589.0,96.47,Race/Ethnicity: All other races,940011: Newington School District
220,94.25,233.0,95.75,240.0,96.14,Race/Ethnicity: Black or African American,940011: Newington School District
974,92.42,893.0,94.68,879.0,94.9,Race/Ethnicity: Hispanic/Latino of any race,940011: Newington School District
2093,94.64,2176.0,97.17,2247.0,95.66,Race/Ethnicity: White,940011: Newington School District
2134,95.5,2144.0,97.98,2266.0,96.43,High Needs: Students Without High Needs,940011: Newington School District
1682,92.43,1690.0,94.72,1689.0,94.58,High Needs: Students With High Needs,940011: Newington School District
184,88.69,256.0,83.45,301.0,92.74,Homelessness: Students Experiencing Homelessness,950011: New London School District
542,84.06,576.0,84.01,604.0,91.99,Students With Disabilities: Students With Disabilities,950011: New London School District
